Species,Source,Date,Location,sample_x,BioSample,Estado,Região,sample_y,vfdb_adherence,vfdb_antimicrobial_activity_competitive_advantage,vfdb_biofilm,vfdb_effector_delivery_system,vfdb_exoenzyme,vfdb_exotoxin,vfdb_immune_modulation,vfdb_invasion,vfdb_motility,vfdb_nutritional_metabolic_factor,vfdb_others,vfdb_post-translational_modification,vfdb_regulation,vfdb_stress_survival,sample_id
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022023015.1,SAMEA7556479,,,GCA_022023015.1_PDT000947353.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,11.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022023015.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022022995.1,SAMEA7556480,,,GCA_022022995.1_PDT000947354.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022022995.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022022975.1,SAMEA7556481,,,GCA_022022975.1_PDT000947355.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022022975.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022022955.1,SAMEA7556482,,,GCA_022022955.1_PDT000947356.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022022955.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022022935.1,SAMEA7556484,,,GCA_022022935.1_PDT000947358.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022022935.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022022915.1,SAMEA7556485,,,GCA_022022915.1_PDT000947359.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022022915.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022022895.1,SAMEA7556486,,,GCA_022022895.1_PDT000947360.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022022895.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_022022875.1,SAMEA7556487,,,GCA_022022875.1_PDT000947361.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_022022875.1
Klebsiella pneumoniae,urine,2014.0,Brazil,GCA_024650065.1,SAMN27744733,,,GCA_024650065.1_ASM2465006v1_genomic,15.0,2.0,7.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650065.1
Klebsiella pneumoniae,blood,2015.0,Brazil,GCA_024650125.1,SAMN27740541,,,GCA_024650125.1_ASM2465012v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024650125.1
Klebsiella pneumoniae,Tracheal secretion,2013.0,Brazil,GCA_024650155.1,SAMN27744736,,,GCA_024650155.1_ASM2465015v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024650155.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024650185.1,SAMN27744739,,,GCA_024650185.1_ASM2465018v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650185.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024650245.1,SAMN27744740,,,GCA_024650245.1_ASM2465024v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,24.0,0.0,0.0,4.0,0.0,GCA_024650245.1
Klebsiella pneumoniae,urine,2012.0,Brazil,GCA_024650265.1,SAMN27744741,,,GCA_024650265.1_ASM2465026v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,11.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024650265.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024650305.1,SAMN27744742,,,GCA_024650305.1_ASM2465030v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,6.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_024650305.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024650315.1,SAMN27744745,,,GCA_024650315.1_ASM2465031v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650315.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024650325.1,SAMN27744744,,,GCA_024650325.1_ASM2465032v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,12.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024650325.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024650385.1,SAMN27744747,,,GCA_024650385.1_ASM2465038v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024650385.1
Klebsiella pneumoniae,Rectal surveillance swabs,2015.0,Brazil,GCA_024650415.1,SAMN27744750,,,GCA_024650415.1_ASM2465041v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650415.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024650425.1,SAMN27744749,,,GCA_024650425.1_ASM2465042v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024650425.1
Klebsiella pneumoniae,Rectal surveillance swabs,2017.0,Brazil,GCA_024650465.1,SAMN27744751,,,GCA_024650465.1_ASM2465046v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650465.1
Klebsiella pneumoniae,Rectal surveillance swabs,2014.0,Brazil,GCA_024650485.1,SAMN27744752,,,GCA_024650485.1_ASM2465048v1_genomic,16.0,2.0,8.0,13.0,0.0,0.0,14.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650485.1
Klebsiella pneumoniae,Rectal surveillance swabs,2015.0,Brazil,GCA_024650505.1,SAMN27744754,,,GCA_024650505.1_ASM2465050v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,5.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024650505.1
Klebsiella pneumoniae,Rectal surveillance swabs,2014.0,Brazil,GCA_024650545.1,SAMN27744755,,,GCA_024650545.1_ASM2465054v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650545.1
Klebsiella pneumoniae,Tracheal secretion,2014.0,Brazil,GCA_024650555.1,SAMN27744757,,,GCA_024650555.1_ASM2465055v1_genomic,16.0,2.0,8.0,11.0,0.0,15.0,5.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024650555.1
Klebsiella pneumoniae,Tracheal secretion,2014.0,Brazil,GCA_024650605.1,SAMN27744759,,,GCA_024650605.1_ASM2465060v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650605.1
Klebsiella pneumoniae,Rectal surveillance swabs,2014.0,Brazil,GCA_024650655.1,SAMN27744760,,,GCA_024650655.1_ASM2465065v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650655.1
Klebsiella pneumoniae,urine,2017.0,Brazil,GCA_024650645.1,SAMN27744761,,,GCA_024650645.1_ASM2465064v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024650645.1
Klebsiella pneumoniae,Rectal surveillance swabs,2017.0,Brazil,GCA_024650705.1,SAMN27744763,,,GCA_024650705.1_ASM2465070v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650705.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024650725.1,SAMN27744764,,,GCA_024650725.1_ASM2465072v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650725.1
Klebsiella pneumoniae,Tracheal secretion,2011.0,Brazil,GCA_024650745.1,SAMN27744765,,,GCA_024650745.1_ASM2465074v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650745.1
Klebsiella pneumoniae,Rectal surveillance swabs,2017.0,Brazil,GCA_024650765.1,SAMN27744766,,,GCA_024650765.1_ASM2465076v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,13.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024650765.1
Klebsiella pneumoniae,Tracheal secretion,2014.0,Brazil,GCA_024650785.1,SAMN27744767,,,GCA_024650785.1_ASM2465078v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650785.1
Klebsiella pneumoniae,Tracheal secretion,2014.0,Brazil,GCA_024650795.1,SAMN27744768,,,GCA_024650795.1_ASM2465079v1_genomic,16.0,2.0,8.0,13.0,0.0,0.0,14.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650795.1
Klebsiella pneumoniae,Abdominal abscess,2014.0,Brazil,GCA_024650825.1,SAMN27744769,,,GCA_024650825.1_ASM2465082v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_024650825.1
Klebsiella pneumoniae,Rectal surveillance swabs,2014.0,Brazil,GCA_024650835.1,SAMN27744770,,,GCA_024650835.1_ASM2465083v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650835.1
Klebsiella pneumoniae,Rectal surveillance swabs,2014.0,Brazil,GCA_024650855.1,SAMN27744771,,,GCA_024650855.1_ASM2465085v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650855.1
Klebsiella pneumoniae,Rectal surveillance swabs,2014.0,Brazil,GCA_024650885.1,SAMN27744772,,,GCA_024650885.1_ASM2465088v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650885.1
Klebsiella pneumoniae,Rectal surveillance swabs,2014.0,Brazil,GCA_024650905.1,SAMN27744773,,,GCA_024650905.1_ASM2465090v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650905.1
Klebsiella pneumoniae,Rectal surveillance swabs,2015.0,Brazil,GCA_024650925.1,SAMN27744776,,,GCA_024650925.1_ASM2465092v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650925.1
Klebsiella pneumoniae,Rectal surveillance swabs,2015.0,Brazil,GCA_024650955.1,SAMN27744775,,,GCA_024650955.1_ASM2465095v1_genomic,16.0,2.0,8.0,13.0,0.0,0.0,13.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650955.1
Klebsiella pneumoniae,Rectal surveillance swabs,2014.0,Brazil,GCA_024650945.1,SAMN27744774,,,GCA_024650945.1_ASM2465094v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024650945.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024650985.1,SAMN27744778,,,GCA_024650985.1_ASM2465098v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_024650985.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024651005.1,SAMN27744777,,,GCA_024651005.1_ASM2465100v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_024651005.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024651025.1,SAMN27744780,,,GCA_024651025.1_ASM2465102v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_024651025.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024651035.1,SAMN27744779,,,GCA_024651035.1_ASM2465103v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024651035.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024651065.1,SAMN27744781,,,GCA_024651065.1_ASM2465106v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024651065.1
Klebsiella pneumoniae,urine,2016.0,Brazil,GCA_024651075.1,SAMN27744782,,,GCA_024651075.1_ASM2465107v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024651075.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024651105.1,SAMN27744783,,,GCA_024651105.1_ASM2465110v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024651105.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024651125.1,SAMN27744785,,,GCA_024651125.1_ASM2465112v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024651125.1
Klebsiella pneumoniae,Rectal surveillance swabs,2017.0,Brazil,GCA_024651155.1,SAMN27744786,,,GCA_024651155.1_ASM2465115v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024651155.1
Klebsiella pneumoniae,Rectal surveillance swabs,2016.0,Brazil,GCA_024651145.1,SAMN27744784,,,GCA_024651145.1_ASM2465114v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,2.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_024651145.1
Klebsiella pneumoniae,Abdominal abscess,2017.0,Brazil,GCA_024651185.1,SAMN27744787,,,GCA_024651185.1_ASM2465118v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_024651185.1
Klebsiella pneumoniae,urine,2017.0,Brazil,GCA_024651195.1,SAMN27744788,,,GCA_024651195.1_ASM2465119v1_genomic,16.0,2.0,7.0,11.0,0.0,1.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024651195.1
Klebsiella pneumoniae,Rectal surveillance swabs,2013.0,Brazil,GCA_024651775.1,SAMN27744790,,,GCA_024651775.1_ASM2465177v1_genomic,16.0,2.0,8.0,13.0,0.0,0.0,14.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024651775.1
Klebsiella pneumoniae,Ascitic fluid,2013.0,Brazil,GCA_024651825.1,SAMN27744789,,,GCA_024651825.1_ASM2465182v1_genomic,16.0,2.0,8.0,13.0,0.0,0.0,13.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024651825.1
Klebsiella pneumoniae,Rectal surveillance swabs,2013.0,Brazil,GCA_024651845.1,SAMN27744791,,,GCA_024651845.1_ASM2465184v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024651845.1
Klebsiella pneumoniae,Rectal surveillance swabs,2013.0,Brazil,GCA_024651865.1,SAMN27744792,,,GCA_024651865.1_ASM2465186v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024651865.1
Klebsiella pneumoniae,Tracheal secretion,2014.0,Brazil,GCA_024651885.1,SAMN27744793,,,GCA_024651885.1_ASM2465188v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024651885.1
Klebsiella pneumoniae,blood,2016.0,Brazil,GCA_024651895.1,SAMN27744794,,,GCA_024651895.1_ASM2465189v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,6.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_024651895.1
Klebsiella pneumoniae,Rectal surveillance swabs,2020.0,Brazil,GCA_024651925.1,SAMN27744795,,,GCA_024651925.1_ASM2465192v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,5.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024651925.1
Klebsiella pneumoniae,urine,2016.0,Brazil,GCA_024651975.1,SAMN27744798,,,GCA_024651975.1_ASM2465197v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024651975.1
Klebsiella pneumoniae,Rectal surveillance swabs,2020.0,Brazil,GCA_024652015.1,SAMN27744800,,,GCA_024652015.1_ASM2465201v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_024652015.1
Klebsiella pneumoniae,Rectal surveillance swabs,2020.0,Brazil,GCA_024652065.1,SAMN27744803,,,GCA_024652065.1_ASM2465206v1_genomic,16.0,2.0,8.0,12.0,0.0,0.0,11.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024652065.1
Klebsiella pneumoniae,Rectal surveillance swabs,2020.0,Brazil,GCA_024652125.1,SAMN27744805,,,GCA_024652125.1_ASM2465212v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024652125.1
Klebsiella pneumoniae,Rectal surveillance swabs,2020.0,Brazil,GCA_024652205.1,SAMN27744811,,,GCA_024652205.1_ASM2465220v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024652205.1
Klebsiella pneumoniae,Rectal surveillance swabs,2020.0,Brazil,GCA_024652265.1,SAMN27744812,,,GCA_024652265.1_ASM2465226v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024652265.1
Klebsiella pneumoniae,Tracheal secretion,2021.0,Brazil,GCA_024652385.1,SAMN27744818,,,GCA_024652385.1_ASM2465238v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_024652385.1
Klebsiella pneumoniae,Rectal surveillance swabs,2021.0,Brazil,GCA_024652555.1,SAMN27744827,,,GCA_024652555.1_ASM2465255v1_genomic,16.0,2.0,7.0,12.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_024652555.1
Klebsiella pneumoniae,Rectal surveillance swabs,2020.0,Brazil,GCA_024652545.1,SAMN27744825,,,GCA_024652545.1_ASM2465254v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024652545.1
Klebsiella pneumoniae,Tracheal secretion,2020.0,Brazil,GCA_024652625.1,SAMN27744829,,,GCA_024652625.1_ASM2465262v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_024652625.1
Klebsiella pneumoniae,Rectal surveillance swabs,2019.0,Brazil,GCA_024652675.1,SAMN27744833,,,GCA_024652675.1_ASM2465267v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024652675.1
Klebsiella pneumoniae,Tracheal secretion,2018.0,Brazil,GCA_024652695.1,SAMN27744834,,,GCA_024652695.1_ASM2465269v1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,5.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_024652695.1
Klebsiella pneumoniae,Tracheal secretion,2019.0,Brazil,GCA_024652805.1,SAMN27744838,,,GCA_024652805.1_ASM2465280v1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,14.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_024652805.1
Klebsiella pneumoniae,Surveillance Swab,2020.0,Brazil,GCA_031011145.1,SAMN36785149,,,GCA_031011145.1_PDT001837815.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_031011145.1
Klebsiella pneumoniae,Surveillance Swab,2019.0,Brazil,GCA_031011085.1,SAMN36785147,,,GCA_031011085.1_PDT001837817.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,24.0,0.0,0.0,4.0,0.0,GCA_031011085.1
Klebsiella pneumoniae,Surveillance Swab,2018.0,Brazil,GCA_031011125.1,SAMN36785144,,,GCA_031011125.1_PDT001837822.1_genomic,16.0,2.0,8.0,11.0,0.0,15.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_031011125.1
Klebsiella pneumoniae,Surveillance Swab,2018.0,Brazil,GCA_031011105.1,SAMN36785143,,,GCA_031011105.1_PDT001837823.1_genomic,16.0,2.0,8.0,11.0,0.0,15.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_031011105.1
Klebsiella pneumoniae,Surveillance Swab,2018.0,Brazil,GCA_031011025.1,SAMN36785141,,,GCA_031011025.1_PDT001837825.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_031011025.1
Klebsiella pneumoniae,Surveillance Swab,2018.0,Brazil,GCA_031011045.1,SAMN36785140,,,GCA_031011045.1_PDT001837826.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_031011045.1
Klebsiella pneumoniae,Surveillance Swab,2021.0,Brazil,GCA_031010985.1,SAMN36785161,,,GCA_031010985.1_PDT001837827.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_031010985.1
Klebsiella pneumoniae,Surveillance Swab,2021.0,Brazil,GCA_031011005.1,SAMN36785159,,,GCA_031011005.1_PDT001837829.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_031011005.1
Klebsiella pneumoniae,Surveillance Swab,2021.0,Brazil,GCA_031011065.1,SAMN36785158,,,GCA_031011065.1_PDT001837830.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_031011065.1
Klebsiella pneumoniae,Surveillance Swab,2020.0,Brazil,GCA_031010935.1,SAMN36785156,,,GCA_031010935.1_PDT001837833.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_031010935.1
Klebsiella pneumoniae,Surveillance Swab,2020.0,Brazil,GCA_031010915.1,SAMN36785153,,,GCA_031010915.1_PDT001837836.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,5.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_031010915.1
Klebsiella pneumoniae,Surveillance Swab,2020.0,Brazil,GCA_031010955.1,SAMN36785152,,,GCA_031010955.1_PDT001837837.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_031010955.1
Klebsiella pneumoniae,Surveillance Swab,2020.0,Brazil,GCA_031010865.1,SAMN36785150,,,GCA_031010865.1_PDT001837839.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,10.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_031010865.1
Klebsiella pneumoniae,Traqueal aspirate,2021.0,Brazil,GCA_031009745.1,SAMN36911250,,,GCA_031009745.1_PDT001847439.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_031009745.1
Klebsiella pneumoniae,Traqueal aspirate,2020.0,Brazil,GCA_031009665.1,SAMN36911249,,,GCA_031009665.1_PDT001847440.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_031009665.1
Klebsiella pneumoniae,Traqueal aspirate,2020.0,Brazil,GCA_031009725.1,SAMN36911248,,,GCA_031009725.1_PDT001847441.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,12.0,1.0,0.0,14.0,0.0,0.0,4.0,0.0,GCA_031009725.1
Klebsiella pneumoniae,urine,2020.0,Brazil,GCA_031009705.1,SAMN36911247,,,GCA_031009705.1_PDT001847442.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_031009705.1
Klebsiella pneumoniae,urine,2020.0,Brazil,GCA_031009645.1,SAMN36911246,,,GCA_031009645.1_PDT001847443.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_031009645.1
Klebsiella pneumoniae,blood,2020.0,Brazil,GCA_031009685.1,SAMN36911245,,,GCA_031009685.1_PDT001847444.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_031009685.1
Klebsiella pneumoniae,tracheal aspirate,2020.0,Brazil,GCA_031009575.1,SAMN36911244,,,GCA_031009575.1_PDT001847445.1_genomic,16.0,2.0,8.0,11.0,0.0,0.0,7.0,1.0,0.0,26.0,0.0,0.0,4.0,0.0,GCA_031009575.1
Klebsiella pneumoniae,blood,2020.0,Sao Paulo,GCA_042992595.1,SAMN40441729,SP,Sul,GCA_042992595.1_PDT002134151.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_042992595.1
Klebsiella pneumoniae,blood,2019.0,Sao Paulo,GCA_042992615.1,SAMN40441728,SP,Sul,GCA_042992615.1_PDT002134152.1_genomic,15.0,2.0,11.0,11.0,0.0,0.0,9.0,1.0,0.0,15.0,0.0,0.0,4.0,0.0,GCA_042992615.1
Klebsiella pneumoniae,blood,2019.0,Sao Paulo,GCA_042991535.1,SAMN40441727,SP,Sul,GCA_042991535.1_PDT002134153.1_genomic,16.0,2.0,8.0,11.0,0.0,16.0,14.0,1.0,0.0,25.0,0.0,0.0,4.0,0.0,GCA_042991535.1
